NAME                         INSTALLED              FIXED-IN                  TYPE          VULNERABILITY        SEVERITY 
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2019-19534       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.21.1.el7    rpm           CVE-2020-14351       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.el7         rpm           CVE-2018-14734       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2011-1017        Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.83.1.el7    rpm           CVE-2021-26401       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-3178        Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1127.18.2.el7    rpm           CVE-2020-12654       High      
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2020-12826       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1127.el7         rpm           CVE-2019-14814       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-45884       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.11.1.el7    rpm           CVE-2020-24394       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-16534       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2016-2187        Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-17450       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2020-10773       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2020-27786       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-16538       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2020-27835       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2015-5257        Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2016-2549        Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.80.1.el7    rpm           CVE-2022-29900       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.80.1.el7    rpm           CVE-2022-26373       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.2.2.el7     rpm           CVE-2020-12351       High      
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.36.2.el7    rpm           CVE-2021-33034       High      
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-19074       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-19816       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.59.1.el7    rpm           CVE-2021-3573        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-42895       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.4.2.el7     rpm           CVE-2018-12207       High      
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.el7         rpm           CVE-2018-18281       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-28712       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2020-27820       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.11.1.el7    rpm           CVE-2020-10769       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.el7         rpm           CVE-2018-9517        Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.59.1.el7    rpm           CVE-2021-3564        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-3619        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-33655       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1127.el7         rpm           CVE-2019-15916       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-2663        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-36402       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-0129        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-19073       Low       
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2022-43750       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2020-0305        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2020-10708       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.45.1.el7    rpm           CVE-2021-22543       High      
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-13695       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2020-12464       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-16649       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-14284       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-20320       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-15219       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2020-14305       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2020-24504       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-20096       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-42720       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1127.el7         rpm           CVE-2019-13648       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-4269        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-19080       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.71.1.el7    rpm           CVE-2022-1729        High      
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-20141       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2015-1350        Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1127.8.2.el7     rpm           CVE-2020-10711       High      
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.4.2.el7     rpm           CVE-2019-11135       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-43975       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2015-7799        Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-19066       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2020-1749        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-15115       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2020-8647        Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.el7         rpm           CVE-2019-11810       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-1679        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-13694       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.21.1.el7    rpm           CVE-2020-25705       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-3874        Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.11.1.el7    rpm           CVE-2020-14385       High      
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2019-19524       Medium    
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2013-4350        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2015-7513        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2020-12652       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-47938       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.el7         rpm           CVE-2019-10140       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2015-8575        Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1127.el7         rpm           CVE-2019-16746       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.4.1.el7     rpm           CVE-2019-3846        High      
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2019-12614       Low       
